CREADOR POR;C�DIGO REC ELEC;DISCONTINUADO;FECHA DE CREACI�N;FECHA DE MODIFICACI�N;MODIFICADO POR;NOMBRE;NOTAS;RUTA COMPLETA
Daniel Villarroel Zamora;;No;03-06-2024 12:02;---;---;20-3 Equipo Paus RL-852 'Pica-Roca';;\20 Otros Equipos\20-3 Equipo Paus RL-852 'Pica-Roca'
Daniel Villarroel Zamora;;No;08-07-2024 15:23;08-07-2024 15:23;Daniel Villarroel Zamora;10-7 Scoop Atlas Copco ST-1000;;\10 Cargadores de Bajo Perfil\10-7 Scoop Atlas Copco ST-1000
Daniel Villarroel Zamora;;No;15-07-2024 16:33;---;---;14-6 Compresor Atlas Copco XAS-97;;\14 Compresores\14-6 Compresor Atlas Copco XAS-97
Daniel Villarroel Zamora;;No;18-07-2024 16:42;---;---;17-5 Jumbo Atlas Copco, Simba S7D;;\17 Equipos de Perforaci�n\17-5 Jumbo Atlas Copco, Simba S7D
Daniel Villarroel Zamora;;No;29-08-2024 16:50;---;---;8-41 Toyota New Hilux 2024 - TRKP-63;;\8 Camionetas\8-41 Toyota New Hilux 2024 - TRKP-63
Daniel Villarroel Zamora;;No;29-08-2024 16:51;---;---;8-42 Toyota New Hilux 2024 - TRKP-65;;\8 Camionetas\8-42 Toyota New Hilux 2024 - TRKP-65
Daniel Villarroel Zamora;;No;29-08-2024 16:52;---;---;8-43 Toyota New Hilux 2024 - TRKP-66;;\8 Camionetas\8-43 Toyota New Hilux 2024 - TRKP-66
Daniel Villarroel Zamora;;No;29-08-2024 16:52;---;---;8-44 Toyota New Hilux 2024 - TRKP-67;;\8 Camionetas\8-44 Toyota New Hilux 2024 - TRKP-67
Daniel Villarroel Zamora;;No;29-08-2024 16:52;---;---;8-45 Toyota New Hilux 2024 - TRKP-68;;\8 Camionetas\8-45 Toyota New Hilux 2024 - TRKP-68
Daniel Villarroel Zamora;;No;29-08-2024 17:10;---;---;20-4 Gr�a Horquilla Liugong, CPCD25A;;\20 Otros Equipos\20-4 Gr�a Horquilla Liugong, CPCD25A
Daniel Villarroel Zamora;;No;29-08-2024 17:14;29-08-2024 17:17;Daniel Villarroel Zamora;13-15 Generador Weichai 165 KVA N�1;N� Serie BJ11056275;\13 Grupos Generadores\13-15 Generador Weichai 165 KVA N�1
Daniel Villarroel Zamora;;No;29-08-2024 17:14;29-08-2024 17:18;Daniel Villarroel Zamora;13-16 Generador Weichai 165 KVA N�2;N� Serie A824A000002;\13 Grupos Generadores\13-16 Generador Weichai 165 KVA N�2
Daniel Villarroel Zamora;;No;29-08-2024 17:16;29-08-2024 17:18;Daniel Villarroel Zamora;13-17 Generador Weichai 70 KVA N�1;N� Serie BJ09048339;\13 Grupos Generadores\13-17 Generador Weichai 70 KVA N�1
Daniel Villarroel Zamora;;No;29-08-2024 17:16;29-08-2024 17:19;Daniel Villarroel Zamora;13-18 Generador Weichai 70 KVA N�2;N� Serie 5724B001183;\13 Grupos Generadores\13-18 Generador Weichai 70 KVA N�2
Daniel Villarroel Zamora;;No;05-09-2024 15:57;---;---;7-10 Construcci�n Oficina Sostenibilidad;;\7 Proyectos en Ejecuci�n\7-10 Construcci�n Oficina Sostenibilidad
Daniel Villarroel Zamora;;No;10-09-2024 15:10;---;---;8-46 K�a Frontier 2023 - RJXG-44;;\8 Camionetas\8-46 K�a Frontier 2023 - RJXG-44
Daniel Villarroel Zamora;;No;30-09-2024 12:36;---;---;12-3 Dumper GHH, modelo MK-A20 (3);;\12 Camiones de Bajo Perfil\12-3 Dumper GHH, modelo MK-A20 (3)
Daniel Villarroel Zamora;;No;10-10-2024 9:24;---;---;2-18-1 Monitoreo Flota Tiempo Real;;\2 Mina Don Jaime\2-18 Proyectos en Ejecuci�n\2-18-1 Monitoreo Flota Tiempo Real
Daniel Villarroel Zamora;;No;30-10-2024 10:25;---;---;21 Actividades Centenario;;\21 Actividades Centenario
Daniel Villarroel Zamora;;No;30-10-2024 10:26;---;---;21-1 Competencia Cicl�stica Ruta y MTB;;\21 Actividades Centenario\21-1 Competencia Cicl�stica Ruta y MTB
Daniel Villarroel Zamora;;No;30-10-2024 10:26;---;---;21-2 Corrida Familiar;;\21 Actividades Centenario\21-2 Corrida Familiar
Daniel Villarroel Zamora;;No;30-10-2024 10:27;---;---;21-3 Campeonatos de F�tbol;;\21 Actividades Centenario\21-3 Campeonatos de F�tbol
Daniel Villarroel Zamora;;No;30-10-2024 10:28;---;---;21-4 Ceremonia Conmemorativa;;\21 Actividades Centenario\21-4 Ceremonia Conmemorativa
Daniel Villarroel Zamora;;No;30-10-2024 10:29;---;---;21-5 Reserva de la Biodiversidad;;\21 Actividades Centenario\21-5 Reserva de la Biodiversidad
Daniel Villarroel Zamora;;No;30-10-2024 16:31;---;---;12-4 Dumper GHH, modelo MK-A20 (4);;\12 Camiones de Bajo Perfil\12-4 Dumper GHH, modelo MK-A20 (4)
Daniel Villarroel Zamora;;No;12-11-2024 15:54;12-11-2024 15:54;Daniel Villarroel Zamora;10-8 Scoop Atlas Copco ST-1030 (7);;\10 Cargadores de Bajo Perfil\10-8 Scoop Atlas Copco ST-1030 (7)
Daniel Villarroel Zamora;;No;18-11-2024 11:42;---;---;10-9 Scoop XCJC Modelo XC-928;;\10 Cargadores de Bajo Perfil\10-9 Scoop XCJC Modelo XC-928
Daniel Villarroel Zamora;;No;23-12-2024 14:57;---;---;14-7 Compresor Doosan P-600 (2);;\14 Compresores\14-7 Compresor Doosan P-600 (2)
Daniel Villarroel Zamora;;No;13-01-2025 16:48;---;---;14-8 Compresor Doosan P-600 (1);;\14 Compresores\14-8 Compresor Doosan P-600 (1)
Daniel Villarroel Zamora;;No;10-02-2025 10:29;---;---;7-11 Remodelaci�n Oficina Contabilidad;;\7 Proyectos en Ejecuci�n\7-11 Remodelaci�n Oficina Contabilidad
Daniel Villarroel Zamora;;No;28-03-2025 11:33;28-03-2025 11:33;Daniel Villarroel Zamora;9-9 Cami�n Mercedes Benz Aljibe- TYYC-15;;\9 Camiones\9-9 Cami�n Mercedes Benz Aljibe- TYYC-15
Daniel Villarroel Zamora;;No;03-06-2025 11:52;---;---;3-11 Exploraci�n Mina Peumo Sur;;\3 Exploraci�n\3-11 Exploraci�n Mina Peumo Sur
Daniel Villarroel Zamora;;No;01-07-2025 11:24;---;---;8-47 Toyota New Hilux 2025 - VFLZ-88;;\8 Camionetas\8-47 Toyota New Hilux 2025 - VFLZ-88
Daniel Villarroel Zamora;;No;01-07-2025 11:25;---;---;8-48 Toyota New Hilux 2025 - VFPB-14;;\8 Camionetas\8-48 Toyota New Hilux 2025 - VFPB-14
Daniel Villarroel Zamora;;No;01-07-2025 11:26;---;---;8-49 Toyota New Hilux 2025 - VFPB-43;;\8 Camionetas\8-49 Toyota New Hilux 2025 - VFPB-43
Daniel Villarroel Zamora;;No;01-07-2025 11:26;---;---;8-50 Toyota New Hilux 2025 - VFPB-67;;\8 Camionetas\8-50 Toyota New Hilux 2025 - VFPB-67
Daniel Villarroel Zamora;;No;01-07-2025 11:36;09-06-2026 19:19;Daniel Villarroel Zamora;11-9 Cargador Frontal CAT 938 (1);;\11 Cargadores Frontales\11-9 Cargador Frontal CAT 938 (1)
Daniel Villarroel Zamora;;No;01-07-2025 11:40;---;---;3-12 Exploraci�n Mina Chaparro;;\3 Exploraci�n\3-12 Exploraci�n Mina Chaparro
Daniel Villarroel Zamora;;No;29-08-2025 10:35;---;---;7-12 Construcci�n Taller de Soldadura y;;\7 Proyectos en Ejecuci�n\7-12 Construcci�n Taller de Soldadura y
Daniel Villarroel Zamora;;No;24-09-2025 10:03;24-09-2025 10:04;Daniel Villarroel Zamora;9-10 Cami�n Fot�n Aum�n 2025 - VHCW-98;;\9 Camiones\9-10 Cami�n Fot�n Aum�n 2025 - VHCW-98
Daniel Villarroel Zamora;;No;08-10-2025 12:32;---;---;7-13 Reforzamiento Muro Cancha de Concen;;\7 Proyectos en Ejecuci�n\7-13 Reforzamiento Muro Cancha de Concen
Daniel Villarroel Zamora;;No;09-10-2025 8:41;---;---;8-51 Ford F-150 2025 - VKXS-65;;\8 Camionetas\8-51 Ford F-150 2025 - VKXS-65
Daniel Villarroel Zamora;;No;16-10-2025 9:08;---;---;4-21-2 Muro Contenci�n Taller Mec�nico;;\4 Planta\4-21 Proyectos en Ejecuci�n\4-21-2 Muro Contenci�n Taller Mec�nico
Daniel Villarroel Zamora;;No;20-11-2025 11:03;---;---;10-10 Scoop Atlas Copco ST-1030 (8);;\10 Cargadores de Bajo Perfil\10-10 Scoop Atlas Copco ST-1030 (8)
Daniel Villarroel Zamora;;No;28-11-2025 11:25;---;---;17-6 Jumbo Epiroc, Boomer S1D (2019);;\17 Equipos de Perforaci�n\17-6 Jumbo Epiroc, Boomer S1D (2019)
Daniel Villarroel Zamora;;No;15-12-2025 10:34;---;---;9-11 Cami�n Fot�n Aum�n Plano - VRDH-44;;\9 Camiones\9-11 Cami�n Fot�n Aum�n Plano - VRDH-44
Daniel Villarroel Zamora;;No;18-12-2025 12:23;---;---;7-14 Proyecto Tranque Acumulador de Agua;;\7 Proyectos en Ejecuci�n\7-14 Proyecto Tranque Acumulador de Agua
Daniel Villarroel Zamora;;No;18-12-2025 12:25;---;---;14-9 Compresor Port�til Atlas Copco XAMS;;\14 Compresores\14-9 Compresor Port�til Atlas Copco XAMS
Daniel Villarroel Zamora;;No;06-01-2026 11:02;04-03-2026 17:00;Daniel Villarroel Zamora;11-10 Cargador Frontal CAT 938 (2);;\11 Cargadores Frontales\11-10 Cargador Frontal CAT 938 (2)
Daniel Villarroel Zamora;;No;06-01-2026 11:02;04-03-2026 17:00;Daniel Villarroel Zamora;11-11 Cargador Frontal CAT 938 (3);;\11 Cargadores Frontales\11-11 Cargador Frontal CAT 938 (3)
Daniel Villarroel Zamora;;No;20-01-2026 8:45;---;---;9-12 Cami�n Mitsubishi Fuso 4x4 - VRVZ-1;;\9 Camiones\9-12 Cami�n Mitsubishi Fuso 4x4 - VRVZ-1
Daniel Villarroel Zamora;;No;20-04-2026 17:47;---;---;7-15 Proyecto Continuidad Operacional;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional
Daniel Villarroel Zamora;;No;20-04-2026 17:48;---;---;7-15-1 Reemplazo Molinos y Chancadores;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-1 Reemplazo Molinos y Chancadores
Daniel Villarroel Zamora;;No;20-04-2026 17:48;---;---;7-15-2 Circuito Correas y Acumuladores;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-2 Circuito Correas y Acumuladores
Daniel Villarroel Zamora;;No;20-04-2026 17:49;20-04-2026 17:49;Daniel Villarroel Zamora;7-15-3 Obras Civiles Ampliaci�n;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-3 Obras Civiles Ampliaci�n
Daniel Villarroel Zamora;;No;20-04-2026 17:49;---;---;7-15-4 Montaje Equipos;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-4 Montaje Equipos
Daniel Villarroel Zamora;;No;20-04-2026 17:50;---;---;7-15-5 Ampliaci�n Relave;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-5 Ampliaci�n Relave
Daniel Villarroel Zamora;;No;20-04-2026 17:50;---;---;7-15-6 Construcci�n Bodega;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-6 Construcci�n Bodega
Daniel Villarroel Zamora;;No;20-04-2026 17:51;---;---;7-15-7 Const. Laboratorio-Ba�os-Muestrer;;\7 Proyectos en Ejecuci�n\7-15 Proyecto Continuidad Operacional\7-15-7 Const. Laboratorio-Ba�os-Muestrer
Daniel Villarroel Zamora;;No;28-05-2026 10:14;---;---;6-8 Proyectos Civiles;;\6 Administraci�n del Proceso\6-8 Proyectos Civiles
